6-11-2021,13.11,Wraith,4,5,487,2
19-2-2021,14.39,Lifeline,2,3,872,14
13-4-2021,24.4,Bangalore,5,8,2555,18
26-6-2020,7.56,Bloodhound,4,3,570,1
22-11-2019,27.99,Pathfinder,5,5,731,11
19-11-2020,27.14,Gibraltar,6,7,2059,3
10-2-2022,12.33,Lifeline,9,6,2245,19
24-11-2021,27.42,Bloodhound,3,8,666,7
30-10-2021,5.55,Bangalore,4,7,1224,9
25-3-2020,10.15,Bloodhound,7,6,2059,15
14-2-2020,11.98,Lifeline,4,3,779,2
13-11-2022,17.16,Lifeline,12,4,1178,9
31-8-2021,26.83,Bangalore,6,8,2286,12
20-9-2019,24.7,Lifeline,14,6,4381,2
31-7-2019,22.64,Wraith,0,3,416,17
14-10-2020,0.79,Lifeline,1,5,771,8
6-7-2019,4.88,Wraith,2,4,990,13
24-8-2019,14.49,Bangalore,9,6,1188,19
20-10-2022,20.0,Gibraltar,12,5,2830,8
24-3-2021,11.96,Bloodhound,6,6,2644,11
20-2-2022,16.55,Bloodhound,8,8,2730,4
19-5-2020,18.02,Lifeline,1,2,480,17
24-8-2021,13.15,Gibraltar,2,6,1570,11
3-10-2019,8.97,Pathfinder,8,4,2316,13
31-7-2022,9.62,Lifeline,4,6,1339,11
6-11-2020,29.25,Lifeline,12,4,2018,13
1-3-2019,0.96,Lifeline,6,6,1066,16
23-11-2019,18.72,Bangalore,12,6,2102,9
17-9-2020,27.49,Pathfinder,3,6,1220,16
26-2-2019,27.95,Gibraltar,4,6,1769,4
12-5-2020,24.28,Lifeline,4,4,1600,1
27-10-2021,17.9,Bloodhound,3,11,2637,13
18-5-2022,28.09,Pathfinder,8,7,1845,11
26-5-2019,4.38,Bangalore,12,7,2570,20
8-8-2022,2.52,Pathfinder,15,7,4665,6
6-3-2019,2.07,Wraith,0,4,756,6
29-12-2021,27.58,Wraith,4,5,1560,4
10-10-2022,11.81,Lifeline,4,10,2697,10
31-3-2022,24.12,Lifeline,6,10,2033,20
11-6-2020,28.79,Wraith,6,6,2679,10
2-10-2022,8.03,Bangalore,7,5,2349,8
5-10-2020,2.22,Bloodhound,11,9,2865,1
12-11-2019,26.81,Wraith,1,3,954,4
11-3-2020,29.69,Lifeline,4,7,2020,2
8-8-2020,24.39,Bangalore,7,2,1100,17
8-4-2020,12.04,Gibraltar,3,6,987,11
15-6-2020,13.88,Lifeline,10,4,3714,15
8-3-2021,11.45,Pathfinder,10,6,3273,11
17-3-2022,21.4,Bangalore,7,9,2725,11
27-7-2022,3.48,Lifeline,2,0,400,9
15-11-2021,17.67,Bloodhound,3,2,999,4
25-5-2019,29.9,Gibraltar,9,8,2655,2
10-8-2020,27.18,Lifeline,6,6,3076,9
3-3-2021,2.8,Wraith,10,6,3631,1
27-7-2020,29.13,Bangalore,7,8,1891,14
3-2-2020,28.92,Lifeline,10,6,1846,11
14-5-2020,5.18,Bloodhound,2,1,330,17
1-7-2021,4.26,Wraith,4,8,1487,10
27-5-2021,21.86,Bloodhound,2,3,1144,2
23-10-2020,11.97,Pathfinder,3,6,2123,16
28-6-2022,14.44,Bangalore,5,6,1843,15
13-11-2021,23.35,Bloodhound,11,6,2384,1
8-12-2020,15.9,Pathfinder,9,8,3724,9
