24-12-2022,16.77,Bangalore,2,5,1133,8
3-3-2020,6.96,Gibraltar,1,4,823,15
12-8-2021,26.13,Lifeline,7,8,1138,20
25-6-2020,28.92,Wraith,6,3,1640,8
27-6-2019,10.17,Gibraltar,5,6,717,8
18-11-2019,10.93,Bloodhound,5,10,1770,4
31-8-2020,22.24,Wraith,10,7,1547,20
8-8-2021,18.51,Lifeline,1,3,638,8
19-7-2022,5.62,Gibraltar,1,1,295,20
11-3-2019,19.38,Bloodhound,2,4,1063,12
3-6-2021,29.85,Wraith,7,3,1936,10
11-9-2021,13.08,Lifeline,9,8,3649,13
23-3-2022,17.37,Bangalore,5,6,2120,14
4-7-2019,25.43,Gibraltar,10,9,3296,7
23-10-2021,21.7,Wraith,2,4,1212,16
26-8-2019,28.84,Bloodhound,7,7,2243,15
10-9-2020,11.25,Pathfinder,2,5,670,20
30-6-2019,23.13,Lifeline,7,3,2322,8
3-1-2020,20.63,Bloodhound,4,7,2065,15
27-1-2020,24.77,Bangalore,5,9,1807,16
26-12-2022,22.14,Wraith,12,12,3607,18
13-12-2022,12.63,Bloodhound,3,4,815,18
2-4-2020,21.05,Lifeline,3,5,1740,14
17-9-2021,11.96,Gibraltar,2,5,1240,19
2-9-2022,15.84,Bloodhound,3,4,992,18
8-3-2019,18.19,Bangalore,5,6,1756,9
14-8-2019,0.2,Gibraltar,11,7,2687,14
4-8-2022,8.41,Lifeline,6,7,2982,20
10-5-2020,27.99,Lifeline,8,4,1554,15
3-1-2021,17.49,Gibraltar,5,3,1781,13
24-10-2019,23.23,Bloodhound,4,6,2303,14
29-1-2020,21.99,Wraith,3,3,903,16
21-12-2019,8.81,Lifeline,9,4,2101,7
18-2-2020,25.21,Gibraltar,9,13,2252,18
24-5-2021,11.0,Gibraltar,7,7,3112,9
14-7-2019,14.34,Gibraltar,3,1,469,7
6-2-2021,11.48,Wraith,1,2,588,14
24-4-2019,27.71,Pathfinder,7,6,1793,14
28-8-2022,19.53,Pathfinder,5,4,1839,4
28-3-2020,5.5,Pathfinder,5,5,2476,19
15-9-2022,8.27,Bangalore,6,9,2074,9
16-8-2022,17.19,Lifeline,11,7,3298,2
24-4-2021,20.87,Pathfinder,4,1,857,9
19-8-2022,18.33,Pathfinder,3,11,1727,19
27-10-2021,29.9,Lifeline,3,4,1703,17
2-6-2019,20.31,Pathfinder,4,5,2024,3
2-6-2020,18.8,Bloodhound,5,9,3403,12
6-8-2019,0.71,Wraith,6,6,2929,13
10-8-2020,16.94,Lifeline,6,7,3126,16
26-8-2022,29.09,Lifeline,4,4,1149,12
12-3-2022,12.36,Pathfinder,1,9,1417,9
9-5-2020,29.22,Bloodhound,2,6,1872,6
26-7-2019,21.76,Lifeline,9,6,3630,1
9-9-2022,28.0,Pathfinder,12,5,2148,7
10-8-2022,0.08,Lifeline,5,9,2699,14
9-9-2020,12.97,Wraith,7,6,1683,17
9-5-2020,17.83,Lifeline,1,0,293,17
23-6-2020,20.06,Wraith,6,2,1861,12
25-11-2020,18.31,Pathfinder,9,3,2912,5
16-7-2021,23.8,Gibraltar,8,6,1933,15
10-8-2021,2.26,Bangalore,4,4,1613,10
8-12-2021,18.57,Bangalore,5,5,2522,16
2-1-2022,22.38,Gibraltar,6,13,2582,17
22-3-2020,4.82,Gibraltar,0,6,717,2
14-3-2021,12.22,Pathfinder,3,1,995,3
17-11-2021,15.12,Lifeline,3,3,1249,20
8-4-2020,25.44,Bloodhound,9,13,5155,1
13-9-2020,3.89,Lifeline,5,8,1911,11
21-6-2021,26.46,Lifeline,8,7,3395,9
25-2-2020,7.87,Gibraltar,6,8,2827,15
13-4-2020,24.37,Lifeline,3,7,1229,8
4-5-2022,1.3,Pathfinder,4,2,1517,18
10-2-2020,1.68,Pathfinder,6,5,2714,6
19-7-2019,18.89,Bloodhound,6,3,2368,3
17-11-2022,12.08,Lifeline,5,4,2207,8
19-8-2019,28.54,Pathfinder,6,8,3892,15
28-10-2019,25.2,Lifeline,8,12,4480,15
19-11-2021,19.2,Wraith,4,5,1983,12
22-3-2021,15.94,Bloodhound,2,1,631,13
22-3-2022,29.9,Bangalore,7,7,2331,2
17-5-2021,1.23,Wraith,10,4,4018,16
21-3-2019,3.92,Gibraltar,4,5,1341,10
4-5-2019,10.57,Wraith,6,9,3248,18
25-6-2019,22.49,Bloodhound,10,10,2991,16
31-5-2021,6.07,Bloodhound,0,3,742,2
17-7-2021,14.23,Gibraltar,1,2,431,7
24-7-2022,29.55,Bangalore,10,4,3476,3
13-7-2019,10.7,Lifeline,3,6,1308,11
6-3-2020,1.79,Lifeline,5,5,1679,15
31-8-2021,21.8,Bloodhound,10,8,3619,18
21-1-2021,1.34,Bangalore,14,9,5784,15
10-11-2019,4.24,Bloodhound,2,1,661,5
15-6-2021,29.92,Pathfinder,1,2,848,7
28-10-2020,13.73,Pathfinder,2,7,2129,8
15-11-2020,19.34,Pathfinder,12,7,4631,20
16-3-2022,26.1,Bloodhound,8,7,3275,15
24-6-2021,29.55,Pathfinder,9,8,3793,5
1-6-2020,1.98,Pathfinder,7,9,2964,16
2-8-2019,6.04,Wraith,5,2,1953,7
29-12-2021,4.48,Pathfinder,7,1,1275,10
4-10-2021,12.34,Lifeline,3,5,2233,1
23-3-2022,0.36,Pathfinder,5,5,1989,1
29-10-2019,3.9,Bangalore,5,4,1711,7
23-10-2022,20.18,Pathfinder,5,9,2953,2
20-2-2019,13.48,Bloodhound,6,11,5378,9
16-6-2022,23.79,Wraith,3,6,1491,10
28-1-2020,2.79,Gibraltar,1,1,478,15
26-12-2019,0.97,Bloodhound,8,9,5176,10
7-2-2020,1.73,Lifeline,5,6,2716,7
7-5-2019,9.94,Bloodhound,11,5,3657,5
24-8-2020,22.35,Wraith,11,8,4656,15
18-7-2019,5.59,Bangalore,6,7,2900,10
23-8-2022,2.43,Lifeline,0,0,0,1
1-10-2019,16.07,Bangalore,4,1,1109,6
7-5-2019,20.5,Bangalore,4,6,2025,1
21-11-2022,25.12,Wraith,8,4,2341,11
3-6-2021,25.7,Bloodhound,10,5,2795,16
15-7-2022,20.21,Bloodhound,6,14,5607,13
30-7-2021,8.73,Gibraltar,12,7,4598,15
9-5-2019,5.67,Bangalore,4,4,1790,11
26-7-2022,18.64,Pathfinder,6,3,2684,6
15-12-2022,2.91,Pathfinder,2,5,1555,12
11-5-2021,12.92,Wraith,3,7,2751,14
25-7-2020,9.72,Bloodhound,11,6,5547,3
15-4-2021,16.5,Wraith,8,10,4563,7
30-10-2022,10.13,Gibraltar,11,6,5506,6
10-7-2019,14.51,Gibraltar,2,0,415,17
16-7-2020,18.15,Bloodhound,3,5,2530,8
26-3-2021,6.02,Pathfinder,2,6,2087,2
10-4-2021,10.53,Wraith,6,9,3851,14
13-1-2020,24.76,Wraith,5,4,1756,13
3-7-2022,3.72,Bangalore,5,5,2232,5
12-4-2020,8.48,Bloodhound,9,9,4478,12
15-10-2022,6.4,Bloodhound,2,0,684,6
29-5-2019,9.48,Lifeline,5,2,2358,9
10-1-2020,5.15,Lifeline,10,3,3528,18
7-8-2020,11.35,Bangalore,6,4,2420,3
8-6-2019,17.69,Bangalore,12,11,6330,18
10-3-2021,6.94,Pathfinder,6,9,3087,1
13-10-2021,23.99,Bangalore,9,13,7490,15
15-4-2021,4.4,Bangalore,2,1,970,8
14-6-2019,5.41,Lifeline,1,1,552,1
1-4-2022,11.81,Gibraltar,9,4,3822,2
8-7-2022,3.47,Pathfinder,4,5,2929,14
29-9-2021,27.87,Bangalore,6,13,4035,6
1-6-2020,26.38,Gibraltar,9,6,5317,8
2-4-2020,19.42,Pathfinder,7,9,4162,15
14-12-2022,5.21,Gibraltar,2,6,2373,13
18-7-2020,20.43,Gibraltar,9,7,3894,13
10-9-2020,0.07,Lifeline,9,3,4160,8
3-5-2020,15.36,Lifeline,3,4,1675,11
23-6-2021,5.66,Lifeline,4,7,3439,14
10-8-2022,10.21,Lifeline,12,11,5885,14
14-10-2019,20.8,Pathfinder,12,9,6797,16
7-4-2019,17.0,Bangalore,5,3,1970,9
3-2-2022,24.31,Pathfinder,2,8,3373,15
18-9-2019,0.84,Bangalore,2,5,2202,1
4-6-2022,7.63,Pathfinder,3,8,3605,8
8-9-2020,7.31,Bangalore,9,7,4743,18
18-10-2020,11.87,Gibraltar,5,5,2602,19
20-2-2021,8.25,Wraith,6,6,3313,16
9-3-2020,23.23,Bangalore,7,8,4851,5
28-2-2020,6.17,Lifeline,1,4,1092,8
12-2-2022,15.37,Pathfinder,4,2,1669,3
16-6-2019,16.69,Lifeline,3,4,2229,13
18-10-2019,29.77,Bloodhound,9,12,6575,2
24-4-2022,7.34,Lifeline,8,9,5622,15
18-11-2019,26.78,Bloodhound,6,6,3946,20
2-1-2021,24.47,Bloodhound,1,4,1326,15
26-2-2020,8.76,Wraith,2,2,1285,4
3-11-2022,3.08,Pathfinder,3,3,2256,7
26-11-2019,18.23,Lifeline,4,6,3466,18
30-11-2022,23.16,Wraith,5,11,3610,2
4-7-2022,28.39,Bangalore,7,9,4888,1
17-2-2020,11.58,Bloodhound,8,6,5454,7
3-8-2021,24.54,Lifeline,1,2,834,2
23-12-2020,14.26,Gibraltar,2,3,1734,17
18-9-2021,4.0,Gibraltar,4,5,3303,5
8-12-2020,7.14,Bloodhound,4,5,2797,11
11-11-2020,3.74,Gibraltar,7,4,3771,15
10-8-2020,18.69,Bangalore,7,5,4415,3
11-3-2022,27.86,Lifeline,8,11,5232,9
28-5-2019,4.67,Lifeline,3,0,799,6
22-12-2021,1.41,Gibraltar,1,2,916,20
22-2-2022,23.18,Bangalore,5,4,2803,20
27-3-2019,14.08,Pathfinder,4,3,1824,17
17-10-2021,22.64,Bloodhound,5,5,2629,20
18-4-2019,1.91,Bloodhound,6,5,2711,5
16-2-2022,12.48,Bloodhound,6,11,6542,9
7-10-2020,20.97,Bangalore,4,0,1346,9
18-9-2021,1.62,Gibraltar,3,2,1758,3
25-3-2021,12.83,Pathfinder,7,5,3236,1
26-10-2019,16.19,Wraith,6,3,2568,7
27-8-2022,0.21,Wraith,8,4,3132,8
1-5-2022,3.05,Pathfinder,5,11,5859,15
5-10-2020,21.15,Bangalore,7,8,5790,17
13-11-2022,20.97,Bangalore,3,1,1401,9
16-10-2019,7.49,Wraith,2,5,2587,12
18-11-2022,13.9,Pathfinder,2,3,1620,10
16-11-2022,11.26,Gibraltar,4,3,2244,11
22-3-2020,13.76,Lifeline,8,11,3598,15
10-6-2019,13.31,Lifeline,6,8,1798,1
4-3-2022,23.22,Pathfinder,11,14,2360,17
28-4-2021,30.0,Lifeline,6,3,1409,6
23-6-2019,16.3,Gibraltar,4,1,504,17
4-12-2020,27.37,Wraith,5,9,1694,17
5-12-2020,13.16,Gibraltar,8,4,2037,8
16-12-2019,19.41,Bangalore,10,6,3429,1
9-1-2020,25.18,Bloodhound,6,5,2354,3
14-5-2019,24.52,Pathfinder,7,7,1560,1
30-9-2019,14.41,Bangalore,2,2,729,20
13-1-2020,19.77,Wraith,6,6,2339,18
1-2-2021,22.25,Bangalore,8,6,2313,16
19-12-2021,11.93,Bloodhound,7,10,1799,16
10-5-2022,29.15,Bangalore,8,4,969,12
13-6-2022,23.35,Wraith,6,8,2072,2
24-12-2022,7.66,Bloodhound,6,7,1269,6
12-3-2022,22.67,Pathfinder,6,2,778,8
8-9-2022,17.78,Gibraltar,3,5,647,12
27-5-2021,6.59,Lifeline,3,5,694,12
5-8-2020,15.59,Wraith,8,3,926,12
26-9-2019,6.75,Gibraltar,10,6,1642,16
5-6-2020,7.33,Pathfinder,9,12,3626,4
19-5-2021,6.1,Bloodhound,9,7,2552,14
13-10-2019,19.33,Wraith,0,4,425,7
3-12-2019,7.72,Bangalore,1,1,239,17
22-6-2020,27.72,Pathfinder,2,7,1670,1
6-7-2021,6.51,Gibraltar,5,11,3724,9
30-4-2020,27.04,Bloodhound,6,10,2760,11
13-4-2019,13.74,Lifeline,10,9,1911,9
27-11-2019,5.37,Wraith,7,6,1473,4
26-8-2021,17.35,Lifeline,2,0,245,2
2-6-2020,5.89,Bangalore,1,1,427,9
29-5-2019,18.64,Bangalore,2,9,1795,15
3-3-2019,1.64,Lifeline,8,5,2099,18
2-6-2022,8.52,Wraith,4,13,3511,4
15-6-2020,5.71,Pathfinder,7,14,3955,19
5-3-2022,17.91,Gibraltar,7,6,2257,1
10-7-2020,29.25,Gibraltar,2,5,1173,1
30-4-2020,10.19,Lifeline,6,2,1912,16
7-5-2022,4.48,Bangalore,7,6,2605,5
11-10-2021,20.05,Gibraltar,3,6,1712,5
25-8-2020,13.47,Pathfinder,5,6,1045,16
24-12-2020,24.29,Bloodhound,7,5,1433,2
20-3-2021,24.48,Pathfinder,9,8,2092,18
2-6-2021,25.94,Wraith,1,8,1389,10
18-2-2020,16.48,Wraith,4,4,949,3
15-7-2022,16.14,Wraith,11,5,3533,20
31-8-2020,3.43,Bangalore,3,4,1699,5
13-8-2020,20.02,Wraith,5,4,1692,16
15-9-2019,7.89,Bloodhound,5,6,2075,2
27-10-2021,2.3,Wraith,9,6,2727,12
12-5-2021,8.94,Lifeline,6,1,1936,15
16-1-2021,18.68,Wraith,6,2,1941,2
18-8-2020,21.49,Wraith,8,7,4023,9
20-11-2020,5.64,Lifeline,3,3,1109,12
20-11-2019,14.22,Wraith,9,9,2078,17
11-9-2019,20.93,Bangalore,6,5,1406,10
31-8-2019,4.64,Bloodhound,10,6,3632,12
12-3-2022,21.54,Bloodhound,3,1,1055,15
4-1-2022,0.75,Lifeline,3,6,1605,16
11-3-2019,21.99,Pathfinder,11,8,4833,13
19-6-2020,19.88,Pathfinder,11,5,4443,2
15-5-2020,17.62,Bloodhound,6,5,2720,9
8-4-2021,4.29,Gibraltar,9,5,1956,5
13-11-2019,28.9,Pathfinder,12,15,6729,10
12-5-2019,22.04,Bangalore,1,1,510,16
1-2-2021,0.75,Bloodhound,5,1,783,1
29-9-2022,4.49,Gibraltar,5,5,2414,1
11-4-2020,24.9,Lifeline,7,7,2673,7
7-12-2020,14.35,Bloodhound,4,10,2114,7
10-10-2020,13.27,Wraith,6,6,1953,15
8-10-2020,6.78,Bloodhound,7,6,1799,10
26-10-2020,25.1,Gibraltar,0,4,655,20
6-11-2019,19.78,Gibraltar,3,1,1064,10
29-5-2020,3.3,Gibraltar,4,7,1608,16
10-4-2021,17.22,Gibraltar,8,9,4590,9
28-3-2021,3.2,Gibraltar,4,8,2587,11
18-9-2020,17.68,Pathfinder,6,5,2993,8
19-12-2021,14.24,Gibraltar,6,8,3231,11
19-5-2021,26.93,Lifeline,5,1,1246,7
8-8-2021,25.72,Bangalore,3,2,1257,2
11-7-2021,7.95,Lifeline,2,8,2498,14
13-3-2020,14.56,Bangalore,8,6,2363,11
7-4-2022,29.43,Bangalore,7,4,2385,18
14-4-2019,7.41,Bangalore,7,5,2293,7
5-11-2020,0.51,Lifeline,10,6,4021,14
19-10-2021,12.66,Gibraltar,1,5,919,5
23-1-2020,10.27,Bloodhound,7,3,2103,12
17-8-2021,10.92,Bloodhound,2,3,799,12
5-5-2019,7.1,Bloodhound,5,5,2647,1
12-12-2019,5.62,Bangalore,9,6,2803,18
22-8-2019,2.53,Pathfinder,6,6,3657,18
18-3-2019,1.94,Wraith,6,12,4105,11
12-6-2019,10.81,Bloodhound,1,3,853,9
4-9-2021,25.52,Wraith,1,3,889,8
27-3-2020,3.18,Pathfinder,11,3,3322,12
28-7-2022,11.58,Pathfinder,6,5,1931,8
19-9-2020,11.63,Lifeline,6,5,2205,18
8-5-2019,17.24,Bloodhound,9,5,3692,6
18-8-2019,12.98,Bloodhound,10,7,3836,10
13-4-2021,15.73,Wraith,5,1,1522,8
27-2-2019,15.76,Bloodhound,1,2,629,3
27-5-2022,26.41,Gibraltar,3,6,1460,2
22-12-2021,2.19,Gibraltar,6,4,2233,2
