20-5-2022,9.22,Bangalore,7,7,2822,19
16-10-2020,18.21,Bloodhound,14,11,2824,16
4-9-2020,2.13,Bloodhound,2,3,613,4
23-4-2019,9.74,Bloodhound,3,13,2846,3
14-3-2021,11.5,Bangalore,6,1,551,9
27-7-2020,11.02,Bangalore,1,8,1239,12
20-11-2022,7.53,Gibraltar,5,5,1654,13
25-1-2022,24.01,Lifeline,10,8,3559,15
29-4-2022,9.15,Gibraltar,0,1,91,8
6-1-2021,2.24,Lifeline,7,4,1010,10
20-11-2019,18.22,Bangalore,3,1,767,16
11-11-2020,15.92,Pathfinder,2,17,3550,11
6-12-2022,8.1,Pathfinder,2,8,767,18
8-9-2020,26.9,Lifeline,4,11,2052,10
20-6-2019,10.05,Bangalore,2,8,1323,19
31-3-2022,25.07,Gibraltar,4,5,1695,3
7-11-2019,17.44,Lifeline,10,15,4083,13
17-6-2019,17.03,Lifeline,11,20,5541,3
30-10-2022,12.85,Gibraltar,4,1,999,14
27-6-2021,13.9,Pathfinder,2,12,1079,2
14-11-2020,22.25,Lifeline,7,4,975,7
14-8-2019,16.29,Lifeline,3,8,873,10
18-9-2021,14.71,Gibraltar,8,3,1535,18
16-10-2021,11.32,Wraith,2,1,405,15
18-5-2021,11.63,Lifeline,1,2,422,12
23-8-2022,9.04,Bangalore,1,3,496,18
21-9-2019,26.89,Bangalore,7,4,1422,6
11-10-2022,29.72,Pathfinder,3,3,569,19
27-4-2019,19.43,Bangalore,5,2,1299,3
1-9-2019,4.88,Gibraltar,3,1,870,16
28-10-2020,3.12,Wraith,5,1,395,10
14-8-2019,6.07,Gibraltar,15,13,5044,11
14-10-2019,27.74,Gibraltar,2,4,959,7
15-10-2020,20.37,Pathfinder,11,3,2741,1
26-4-2022,19.67,Bangalore,2,2,552,15
16-5-2022,7.52,Pathfinder,2,0,243,4
14-4-2020,9.92,Bloodhound,0,3,250,11
2-7-2019,1.73,Bangalore,2,4,449,10
10-8-2021,28.51,Lifeline,5,3,1570,18
29-4-2022,1.89,Pathfinder,1,0,131,7
13-1-2022,9.7,Gibraltar,0,3,275,10
13-6-2020,3.98,Pathfinder,2,16,3477,17
30-11-2022,11.42,Wraith,1,10,1204,17
29-7-2022,26.44,Bloodhound,6,3,1096,15
10-3-2020,3.28,Bloodhound,7,0,1248,1
17-12-2022,2.5,Wraith,0,0,0,13
1-4-2020,20.75,Lifeline,3,3,1171,14
3-4-2022,29.74,Pathfinder,8,4,2324,12
15-1-2020,21.79,Lifeline,6,13,3336,9
13-7-2019,6.01,Gibraltar,7,3,859,6
9-3-2019,5.51,Bloodhound,6,1,1254,18
14-10-2021,15.13,Wraith,6,6,1422,20
28-12-2022,21.66,Lifeline,11,5,959,8
27-5-2020,0.59,Bangalore,4,0,266,16
21-9-2022,5.61,Gibraltar,2,0,478,8
5-10-2020,14.77,Wraith,14,3,1773,14
8-11-2020,20.35,Bangalore,2,9,890,3
30-6-2022,19.49,Bloodhound,1,1,284,20
