10-1-2021,5.87,Lifeline,1,1,287,7
1-9-2022,6.12,Crypto,5,4,656,14
12-10-2022,3.45,Caustic,2,0,240,15
25-6-2021,16.02,Octane,5,2,824,18
3-6-2022,27.67,Octane,3,2,846,8
1-3-2022,12.02,Lifeline,15,4,3431,17
5-5-2021,20.33,Octane,3,19,2562,1
21-12-2022,21.99,Rampart,2,4,734,8
15-12-2022,23.76,Gibraltar,14,10,4495,13
5-3-2020,3.26,Bangalore,2,1,255,11
4-11-2020,23.17,Crypto,4,18,1400,12
7-5-2022,13.18,Valkyrie,1,1,280,18
8-3-2022,1.74,Gibraltar,2,7,998,9
21-8-2019,28.46,Pathfinder,8,14,3043,10
7-6-2020,19.59,Lifeline,4,5,623,6
1-4-2021,0.36,Caustic,1,2,386,1
12-7-2022,27.49,Crypto,5,15,3915,18
4-7-2019,22.6,Bangalore,12,5,3787,14
15-5-2019,24.53,Pathfinder,2,5,412,14
15-12-2022,19.45,Rampart,3,7,969,13
7-4-2019,9.37,Pathfinder,3,17,1672,7
17-7-2020,8.95,Valkyrie,0,6,506,18
20-4-2021,2.04,Valkyrie,6,10,1191,19
22-10-2020,11.68,Rampart,15,7,4060,1
27-11-2021,4.71,Octane,7,13,1295,11
26-8-2021,6.66,Valkyrie,1,1,390,8
4-10-2021,15.47,Mirage,6,1,1012,4
27-11-2022,11.21,Wattson,2,10,962,9
21-10-2021,28.15,Bloodhound,10,6,2727,18
23-11-2020,9.88,Gibraltar,2,4,763,18
4-4-2020,14.56,Bangalore,11,4,2374,11
9-11-2022,9.96,Ash,3,15,1341,5
24-5-2020,29.87,Bloodhound,2,14,2616,15
24-1-2020,18.08,Ash,11,3,2814,12
5-11-2022,20.44,Crypto,3,5,1626,18
23-12-2019,10.85,Bangalore,4,2,1101,14
6-6-2021,17.2,Gibraltar,10,1,2285,18
8-5-2021,20.29,Lifeline,4,5,1558,6
11-8-2021,16.83,Valkyrie,2,4,930,3
5-8-2021,22.41,Lifeline,4,11,2346,4
19-2-2020,19.98,Valkyrie,1,5,957,3
18-5-2021,8.4,Crypto,11,11,2134,6
1-7-2021,26.41,Ash,2,4,1247,4
19-9-2019,27.13,Bangalore,7,5,1285,1
24-8-2020,27.33,Octane,4,5,1305,6
26-11-2022,0.57,Gibraltar,1,14,1611,8
22-5-2021,24.82,Bangalore,7,2,519,15
24-10-2019,10.1,Bloodhound,7,1,800,13
20-4-2022,1.64,Crypto,3,6,1311,5
16-10-2020,7.67,Octane,3,5,1541,14
16-11-2019,17.22,Pathfinder,10,2,2525,18
13-4-2022,6.68,Mirage,1,1,358,3
21-11-2022,29.47,Octane,4,5,530,9
22-5-2019,15.81,Crypto,1,1,213,4
13-7-2019,2.88,Wattson,5,9,1231,1
22-3-2021,20.56,Fuse,2,3,795,6
24-8-2021,1.48,Bloodhound,14,0,1966,11
13-12-2022,21.0,Bloodhound,10,3,2844,10
5-3-2020,16.56,Lifeline,5,4,1896,1
31-10-2022,7.83,Bangalore,3,9,2327,17
3-9-2022,12.38,Bangalore,12,11,3593,10
1-8-2019,21.07,Caustic,12,7,1709,2
23-10-2020,8.96,Fuse,4,0,458,17
17-10-2019,19.64,Gibraltar,3,3,647,2
9-4-2021,15.49,Mirage,15,9,2831,5
19-1-2021,8.86,Octane,1,2,282,17
31-5-2022,25.18,Lifeline,3,3,610,19
6-3-2019,14.57,Bloodhound,4,5,622,19
22-10-2019,12.41,Rampart,1,7,582,5
14-3-2020,25.19,Rampart,2,2,281,8
11-1-2022,15.13,Valkyrie,2,13,2349,17
1-7-2021,17.84,Gibraltar,6,1,933,7
2-2-2020,14.71,Wraith,11,10,3117,6
31-12-2019,27.77,Pathfinder,6,17,2209,13
26-2-2022,29.27,Rampart,12,2,2614,16
21-11-2020,28.59,Caustic,8,8,3437,5
8-10-2020,23.4,Bangalore,5,3,616,8
23-12-2019,22.08,Wattson,2,8,1536,10
15-12-2019,15.42,Fuse,3,3,336,2
11-6-2019,1.81,Crypto,1,9,865,12
3-12-2022,7.03,Wraith,2,0,307,20
5-3-2022,24.43,Ash,6,8,2068,20
17-10-2022,25.79,Valkyrie,6,8,2398,1
16-9-2020,3.45,Wattson,1,9,1020,9
12-11-2019,5.69,Bangalore,0,4,734,9
5-2-2021,18.19,Wraith,7,10,1365,6
2-11-2022,21.31,Fuse,4,2,1141,5
21-3-2021,18.05,Bloodhound,4,7,2018,8
14-3-2021,17.22,Valkyrie,3,9,1378,12
1-8-2022,23.35,Pathfinder,13,2,1286,14
12-12-2020,29.27,Bangalore,3,10,1190,11
14-2-2021,5.8,Fuse,2,17,1530,13
25-2-2022,12.3,Lifeline,4,2,474,9
24-10-2022,22.97,Fuse,8,3,747,8
27-4-2022,12.82,Rampart,11,2,1631,14
1-9-2022,12.8,Valkyrie,1,2,498,6
6-9-2020,13.78,Caustic,13,7,3031,1
11-8-2020,24.35,Rampart,2,3,505,20
4-3-2020,4.11,Valkyrie,0,11,692,6
29-5-2019,29.43,Wattson,15,8,3971,10
31-3-2020,27.63,Valkyrie,11,6,3116,12
14-2-2022,24.41,Ash,2,14,1352,7
29-10-2022,18.27,Caustic,8,2,849,14
5-3-2021,12.05,Bloodhound,10,2,998,13
18-5-2021,7.04,Mirage,8,6,3074,4
11-4-2022,28.63,Ash,19,6,3745,5
15-8-2019,5.24,Wraith,11,3,1896,18
5-9-2020,13.34,Crypto,1,2,331,18
21-3-2020,16.86,Rampart,4,1,1067,1
1-5-2021,5.11,Wraith,1,10,950,9
15-9-2021,7.5,Caustic,3,4,1121,4
2-6-2019,14.95,Pathfinder,1,5,685,9
2-1-2020,6.98,Fuse,5,4,1099,13
26-11-2021,26.88,Caustic,2,5,1195,20
18-5-2020,6.12,Lifeline,12,12,1433,2
3-9-2019,1.83,Mirage,7,2,1432,14
1-5-2022,23.02,Rampart,2,3,1065,13
15-7-2021,7.41,Valkyrie,8,15,4770,4
17-4-2021,18.66,Ash,5,1,1177,10
3-8-2019,7.37,Wraith,7,4,2265,1
2-5-2021,19.94,Caustic,11,18,3683,18
11-2-2020,17.8,Mirage,7,6,2393,5
18-6-2022,16.84,Pathfinder,5,1,376,3
1-5-2020,10.96,Crypto,1,7,791,15
25-11-2020,28.97,Caustic,18,8,5683,10
22-10-2019,16.93,Bloodhound,1,3,190,9
19-7-2022,11.91,Valkyrie,16,1,3980,15
5-2-2022,12.19,Bangalore,13,7,4058,14
10-6-2020,5.43,Rampart,2,7,1351,13
20-6-2022,25.1,Gibraltar,2,6,991,7
16-4-2022,27.04,Octane,2,3,512,15
3-12-2022,25.57,Rampart,12,6,3681,12
30-10-2021,23.6,Pathfinder,11,5,2445,13
1-5-2022,25.27,Bangalore,9,3,2016,4
11-8-2022,20.5,Crypto,10,3,820,11
11-4-2019,19.05,Bloodhound,2,9,1714,9
27-5-2020,0.83,Rampart,7,0,1142,18
13-11-2019,12.8,Gibraltar,3,10,1055,18
13-10-2022,14.67,Fuse,5,7,708,4
30-8-2022,10.32,Wattson,7,9,2814,3
7-8-2020,19.62,Rampart,4,7,1846,8
15-5-2022,0.53,Bangalore,1,4,865,6
21-1-2021,6.81,Bloodhound,3,6,1449,5
13-5-2020,27.85,Crypto,4,10,1565,2
10-11-2022,10.85,Mirage,4,16,2060,6
26-2-2021,21.0,Mirage,9,7,2600,20
2-11-2022,21.61,Wattson,17,3,3412,15
6-4-2020,28.9,Gibraltar,4,8,1171,17
