3-9-2021,23.5,Lifeline,2,3,679,16
20-4-2020,13.48,Bangalore,7,1,1791,1
29-3-2019,15.07,Lifeline,2,6,1143,7
12-2-2019,24.52,Bangalore,3,11,2440,17
4-5-2020,20.7,Lifeline,21,6,2237,3
6-10-2020,18.87,Lifeline,1,2,279,18
25-12-2020,23.3,Valkyrie,2,3,1004,18
8-3-2019,28.07,Gibraltar,5,6,1954,17
28-12-2021,13.84,Gibraltar,12,2,2014,18
23-8-2021,13.57,Lifeline,7,1,1765,4
25-4-2019,1.93,Wraith,0,1,158,17
23-5-2022,24.01,Mad Maggie,7,2,1964,16
19-1-2021,5.49,Bangalore,6,2,926,11
1-1-2022,18.69,Pathfinder,13,1,1142,5
18-2-2022,19.86,Bloodhound,3,17,1120,8
18-12-2019,5.1,Gibraltar,7,2,624,7
1-11-2020,7.29,Valkyrie,13,5,1627,19
17-5-2020,26.15,Valkyrie,5,13,1237,15
17-3-2022,17.26,Bloodhound,13,1,2104,9
23-6-2020,1.3,Pathfinder,1,1,217,14
15-3-2020,12.11,Gibraltar,3,2,362,20
22-10-2021,2.65,Wraith,13,12,4335,1
24-9-2022,7.33,Gibraltar,0,5,936,20
17-7-2022,14.53,Valkyrie,1,12,2319,18
3-12-2022,6.33,Valkyrie,6,6,2504,17
10-5-2019,3.75,Mad Maggie,0,0,0,10
1-8-2020,17.96,Mad Maggie,11,1,2242,2
11-7-2020,12.48,Bloodhound,7,14,3901,5
26-5-2020,14.14,Pathfinder,3,3,556,4
15-4-2021,0.23,Gibraltar,1,7,1401,6
3-7-2019,10.47,Horizon,3,6,1021,9
23-12-2019,1.62,Horizon,7,12,1294,9
24-3-2021,17.9,Bloodhound,17,1,3529,4
24-5-2021,9.42,Gibraltar,4,1,545,3
10-11-2021,11.15,Mad Maggie,12,10,4211,16
6-5-2019,27.09,Valkyrie,2,3,937,13
22-12-2019,9.46,Wraith,1,5,806,7
28-5-2020,2.34,Wraith,6,10,2598,3
15-5-2020,13.25,Bloodhound,3,10,2494,10
10-1-2022,16.97,Gibraltar,15,2,1603,18
15-5-2022,13.6,Gibraltar,8,4,1567,12
25-7-2019,22.28,Bangalore,11,2,851,15
29-1-2022,7.95,Bangalore,3,10,2024,4
10-11-2019,21.13,Valkyrie,3,9,929,7
3-6-2020,24.54,Bloodhound,2,10,1737,1
14-10-2020,0.9,Bangalore,2,0,220,4
20-12-2022,11.77,Pathfinder,8,13,2735,16
30-4-2021,18.18,Pathfinder,5,9,2358,8
22-7-2019,8.37,Mad Maggie,2,0,144,18
1-11-2021,14.35,Wraith,13,1,1903,11
7-1-2022,29.9,Mad Maggie,5,5,703,7
11-4-2020,6.74,Mad Maggie,9,17,2451,14
1-1-2020,21.13,Bloodhound,4,14,3502,10
24-11-2020,0.03,Bloodhound,9,6,2906,14
20-5-2019,4.65,Valkyrie,7,3,1434,3
15-9-2022,9.14,Mad Maggie,7,12,2152,20
10-7-2021,0.01,Valkyrie,1,10,1503,9
29-4-2021,16.2,Bloodhound,6,9,2176,8
4-1-2020,9.15,Mad Maggie,2,0,393,2
8-10-2022,24.85,Bangalore,2,7,1230,17
