9-3-2022,27.36,Pathfinder,3,8,1388,20
3-6-2021,13.88,Wraith,8,1,1771,13
16-3-2021,27.56,Bloodhound,7,4,1491,13
8-6-2020,8.84,Lifeline,3,7,1926,3
20-12-2019,28.39,Bangalore,9,11,2402,3
1-2-2021,24.89,Pathfinder,7,10,1454,20
4-1-2020,3.44,Fuse,8,9,2343,4
16-8-2022,21.14,Lifeline,0,2,278,15
4-10-2020,12.91,Gibraltar,1,1,385,4
21-10-2020,8.81,Fuse,8,6,1867,11
12-4-2020,16.73,Revenant,3,7,1573,7
29-6-2020,3.63,Bangalore,4,5,1148,6
22-7-2019,24.45,Revenant,6,10,2529,20
28-5-2022,26.15,Lifeline,9,8,3496,8
19-2-2021,10.27,Bloodhound,1,1,346,17
28-7-2019,4.7,Revenant,6,10,2763,6
30-1-2022,6.42,Revenant,3,7,854,10
23-9-2019,2.14,Fuse,8,5,3065,6
3-8-2022,13.62,Bloodhound,6,4,896,3
24-11-2022,26.28,Wraith,6,11,2868,20
6-5-2019,5.47,Lifeline,10,6,3450,13
3-6-2019,28.77,Bangalore,0,1,147,7
21-1-2021,12.61,Bangalore,9,5,2548,5
17-11-2019,2.18,Revenant,4,6,2136,13
23-6-2021,13.52,Pathfinder,8,4,1591,19
30-8-2021,1.95,Pathfinder,5,6,2035,9
16-5-2021,11.54,Bangalore,10,5,3231,8
2-12-2021,21.56,Bangalore,7,8,2591,16
26-9-2021,2.13,Bloodhound,1,7,1467,6
2-6-2021,19.68,Bangalore,4,3,1347,2
6-12-2019,13.82,Wraith,2,6,937,12
6-3-2019,8.34,Pathfinder,6,3,995,3
3-6-2021,23.59,Bangalore,7,6,2948,3
13-3-2021,2.61,Bangalore,6,6,2032,11
1-3-2019,11.17,Fuse,7,8,2173,20
12-5-2021,3.88,Lifeline,0,3,626,14
10-4-2021,9.57,Wraith,4,6,1281,5
27-12-2021,8.09,Lifeline,3,7,1400,12
19-11-2019,21.26,Wraith,4,7,2744,11
27-2-2019,1.83,Lifeline,6,11,4078,18
15-2-2019,12.65,Lifeline,10,7,2172,11
13-7-2020,0.42,Wraith,12,9,3409,19
21-8-2021,24.45,Revenant,1,1,273,5
6-3-2019,4.95,Bloodhound,6,1,1633,2
31-8-2019,2.71,Pathfinder,3,6,915,19
30-11-2020,4.49,Gibraltar,4,3,1061,14
18-11-2019,15.21,Bloodhound,7,7,2613,1
18-4-2022,28.43,Pathfinder,7,8,2359,9
26-10-2021,10.61,Gibraltar,10,6,3732,13
11-6-2020,16.59,Revenant,2,7,1987,14
26-6-2019,16.44,Bangalore,2,3,951,13
16-3-2021,28.88,Pathfinder,4,3,1689,7
14-12-2019,29.42,Pathfinder,10,5,3085,3
6-10-2019,24.73,Bloodhound,13,5,2039,4
8-2-2021,27.82,Fuse,11,12,2545,16
20-10-2019,8.94,Bloodhound,7,6,1830,20
6-7-2022,10.35,Wraith,0,0,0,14
12-8-2021,21.15,Lifeline,2,6,1291,14
9-6-2022,4.21,Revenant,5,4,1069,7
7-11-2020,2.88,Bangalore,8,9,2746,7
29-12-2019,28.91,Fuse,4,5,1799,20
22-10-2020,16.88,Bloodhound,8,6,1765,7
5-4-2020,6.04,Pathfinder,10,6,3696,9
